"PTS","MP","AST","TRB","STL","BLK","TOV","FG.","FT.","eFG.","Pos"
5.82090153501305,16.5,0.8,4.5,0.5,1.5,0.8,0.563,0.651,0.566,"C"
14.5784857728746,28.4,1,6.8,1,3,1.7,0.506,0.788,0.567,"C"
0.865771469616289,4.7,0.4,0.7,0.2,0.2,0.1,0.259,0.5,0.352,"F"
4.45557531147712,15,1.7,0.9,0.4,0.1,0.4,0.452,0.773,0.464,"G"
12.0014334881503,24.4,3.4,2.1,0.7,0.1,1.7,0.411,0.91,0.486,"G"
13.1648140217396,25.7,3.5,2.2,0.7,0.1,1.8,0.418,0.924,0.493,"G"
7.96016593165686,19.9,3.1,1.8,0.6,0.1,1.2,0.383,0.833,0.457,"G"
23.5426772439442,35.5,6.8,8.3,0.9,0.6,3.2,0.5,0.768,0.549,"F"
6.44058452078534,18.1,3,1.7,0.5,0.1,0.7,0.488,0.927,0.56,"G"
6.15218799478286,19.1,1.2,2.4,0.7,0.1,0.5,0.441,0.82,0.599,"G"
4.66301541340297,7.5,0.3,2.5,0.3,0,1,0.5,0.5,0.5,"F"
11.6339321091459,28.5,1.9,4.4,1.2,0.3,0.9,0.47,0.842,0.579,"F"
9.05120910996863,25.2,1.5,3.8,0.9,0.4,0.6,0.474,0.818,0.604,"F"
13.6365611945274,30.8,2.1,4.8,1.4,0.3,1.1,0.468,0.851,0.565,"F"
4.5706897082928,14.9,1.2,4,0.5,0.5,0.6,0.491,0.628,0.537,"F"
2.32975872246985,9,0.8,1.7,0.4,0.3,0.4,0.449,0.5,0.48,"F"
19.008076117615,32.7,2.9,5,0.7,0.2,2.1,0.452,0.749,0.512,"F"
4.86850433947678,10.4,1.5,1.1,0.5,0.2,1.1,0.376,0.659,0.455,"G"
6.19611247558323,15.6,2.2,3.2,0.5,0.2,1.1,0.533,0.667,0.607,"F"
21.5500226000333,33.7,9.8,11.8,1.3,0.7,3.6,0.632,0.822,0.66,"C"
2.55883368711667,8,0.9,0.7,0.3,0,0.3,0.4,0.625,0.5,"G"
4.93131539299055,11.6,0.4,3,0.2,0.5,0.6,0.64,0.759,0.698,"C"
3.58116154989827,8,0.2,2.5,0.1,0.5,0.4,0.541,0.75,0.541,"C"
6.49970122003838,15.8,0.6,3.5,0.3,0.5,0.7,0.714,0.778,0.816,"C"
4.21115391436478,14,0.5,2.4,0.5,0.6,0.4,0.5,0.738,0.559,"F"
12.5530281124739,29.6,2.5,4.1,1.6,0.6,1.3,0.469,0.764,0.525,"F"
4.63285663551335,12,0.3,2.7,0.4,0.7,0.7,0.558,0.731,0.575,"C"
12.7087449097901,29.2,6.6,3.6,1.3,0.1,1.6,0.459,0.86,0.489,"G"
7.9529464911273,24.3,5.2,2.5,1,0.1,0.9,0.438,0.8,0.523,"G"
7.0919744899141,15,0.9,5.2,0.3,0.6,1.2,0.765,0.458,0.77,"C"
7.02425803031576,19.8,3.5,1.7,0.5,0.1,0.9,0.427,0.792,0.527,"G"
5.16547928527788,13.6,0.7,2.1,0.5,0.1,0.7,0.406,0.947,0.464,"F"
2.56838996520172,12.9,0.4,2.2,0.2,0.2,0.2,0.337,0.5,0.409,"F"
2.96146649817283,9,0,2.5,0.5,0,0.3,0.286,1,0.286,"F"
2.77987595043742,6.5,0.9,1.4,0.2,0.1,0.3,0.492,0.875,0.595,"C"
2.99416806000841,6.8,0.8,1.4,0.2,0,0.3,0.568,0.833,0.693,"C"
1.62201664353959,5.9,1.1,1.6,0.1,0.3,0,0.316,1,0.368,"C"
0.119759157392174,2.7,0,0.7,0,0,0,0.25,0,0.375,"G"
9.48556347571229,22.3,1.5,2.7,0.5,0.1,0.8,0.492,0.949,0.666,"G"
9.01949836618831,20.7,1.1,2.4,0.5,0.1,0.9,0.464,0.95,0.604,"G"
10.3119865354819,24.6,2.3,3.1,0.5,0,0.7,0.526,0.947,0.743,"G"
9.4111044029189,23,0.9,8.4,0.4,2.3,0.8,0.72,0.516,0.721,"C"
5.19740548473594,3,0,0.3,0,0,0,1,1,1,"F"
13.9794610036368,29,2,4,1,0,2,0.615,0,0.769,"F"
12.6134611720611,28.3,1.2,2.8,0.4,0.1,0.7,0.497,0.852,0.637,"F"
9.58288343853989,25.1,1.4,3.6,0.3,0.8,0.7,0.456,0.711,0.571,"C"
4.13364152202969,7.7,0.3,1.5,0.3,0.2,0.6,0.568,0.684,0.617,"F"
5.91894247197408,15.1,0.5,2.8,0.4,0.2,0.8,0.458,0.767,0.556,"F"
5.92964475106301,14.1,0.4,2.6,0.3,0.3,0.8,0.469,0.788,0.589,"F"
6.48773646345879,17.1,0.9,3.3,0.5,0,0.9,0.444,0.741,0.516,"F"
3.18645114184998,13.8,0.5,2.9,0.4,1,0.3,0.48,0.627,0.483,"C"
6.09875049615579,20.8,1.4,4.3,1.1,0.3,0.5,0.431,0.778,0.525,"G"
4.22916080734548,9.5,0.6,1.1,0.3,0.1,0.6,0.432,0.722,0.514,"G"
4.42846754960734,11.7,0.8,2.9,0.2,0.7,0.4,0.665,0.821,0.674,"C"
2.07258105772347,5.7,0.6,0.9,0.2,0,0.2,0.405,0.5,0.473,"G"
9.20628365645723,20.8,1.9,3.4,0.6,0.5,1.4,0.525,0.652,0.579,"F"
23.8556629065815,35,3.7,7.2,0.6,0.5,3,0.448,0.73,0.518,"F"
7.36184599882684,19.3,1.5,3.5,0.5,0.3,0.9,0.471,0.767,0.588,"F"
5.91716808120726,14.2,1,4.1,0.2,0.4,0.9,0.528,0.752,0.559,"C"
6.97092931122487,19.6,1.2,2.7,0.6,0.3,0.7,0.467,0.696,0.498,"G"
3.94191521553583,11.8,0.6,1.8,0.3,0.1,0.5,0.389,0.778,0.516,"F"
23.116933843287,35.9,4.2,4.5,0.9,0.2,2.5,0.485,0.848,0.558,"G"
2.20937580799904,7.2,0.1,1.4,0.1,0,0.2,0.5,0.25,0.614,"G"
2.94241704706885,2,0,1,0,0,0,1,0,1,"G"
2.19800422104313,7.6,0.1,1.4,0.1,0,0.2,0.488,0.25,0.605,"G"
9.42978697517995,20.4,1.3,3,0.4,0.1,1.1,0.442,0.904,0.564,"G"
4.97578780061225,14.9,2.7,1.8,0.8,0,1,0.405,0.737,0.45,"G"
5.32601110791739,5,1,0,0.5,0,1.5,0.75,0,0.75,"G"
4.87857742839877,15.8,2.8,2,0.8,0,0.9,0.393,0.737,0.44,"G"
3.56932527785056,6.2,0.5,2.3,0.2,0.4,0.6,0.533,0.688,0.533,"C"
17.5140606530558,33.6,3.9,6.5,1.4,0.5,1.7,0.512,0.871,0.572,"F"
5.41441540807739,12.7,0.1,3.8,0.2,0,0.7,0.483,0.889,0.603,"C"
14.6311735945908,30.2,3.9,3.8,1,0.3,1.6,0.431,0.722,0.517,"G"
3.76771737475461,9.4,0.9,1.3,0.4,0.1,0.4,0.455,0.864,0.54,"G"
24.9360903294283,36.3,7.3,4.8,0.9,0.3,3.3,0.463,0.914,0.564,"G"
6.34488792797826,18.1,0.9,2.6,0.4,0.4,0.7,0.442,0.717,0.538,"F"
8.54880565406115,23.1,0.8,2.8,0.5,0.5,0.6,0.417,0.821,0.545,"F"
3.38304007390812,7.3,0.8,2.1,0.2,0.1,0.5,0.527,0.593,0.559,"F"
7.84581178497171,23.9,2.5,9.3,0.6,0.6,0.5,0.63,0.606,0.63,"C"
15.979969032883,30.4,1.3,6.7,0.5,2.5,1.4,0.531,0.784,0.606,"C"
4.79699603542491,8.1,0.5,1.4,0.1,0.2,0.7,0.64,0.778,0.653,"C"
8.6655968980518,20,1.9,6.4,0.3,0.2,1.1,0.389,0.879,0.506,"F"
8.89317342152145,20,1.9,6.8,0.2,0.2,1.1,0.389,0.889,0.511,"F"
8.38655829011314,20,1.9,5.7,0.4,0.2,1.1,0.388,0.857,0.496,"F"
16.2109397191119,31.2,5.1,4.1,1,0.4,1.9,0.404,0.859,0.514,"G"
6.91089307632496,16.9,0.9,4.1,0.4,0.4,0.9,0.458,0.815,0.565,"F"
7.70678683075762,19.4,3.5,2.8,0.8,0.3,1.3,0.402,0.851,0.457,"G"
5.02506712826802,15.3,1.4,4.3,0.3,0.3,0.8,0.422,0.684,0.487,"C"
2.27736079516711,9,0.7,2.3,0.2,0.2,0.4,0.328,0.667,0.388,"C"
10.03370097027,23.3,2.4,6.8,0.5,0.4,1.4,0.453,0.692,0.52,"C"
9.92153143770537,23.1,2.3,3.4,0.5,0.3,1,0.519,0.78,0.593,"G"
6.4433550060736,17.7,1.8,2.3,0.6,0.2,0.9,0.393,0.764,0.474,"G"
3.96951688622183,5.5,0.3,1.9,0.2,0.1,0.5,0.683,0.741,0.683,"C"
21.1837336180091,34.4,1.9,8.6,0.6,0.6,1.9,0.499,0.875,0.586,"F"
9.84132081259456,23.3,2.5,3.6,0.7,0.2,1.3,0.433,0.789,0.49,"F"
13.2475282607928,29.3,1.6,4.8,1,0.4,1.1,0.464,0.805,0.54,"F"
4.28303505482645,19.1,1.6,3.4,0.6,0.1,0.3,0.389,0.571,0.431,"F"
13.3016174236933,28,1.5,5.5,0.5,0.4,1.1,0.569,0.68,0.617,"F"
3.46003723340124,4.1,0.1,0.8,0.1,0,0.1,0.391,1,0.413,"G"
4.35283046290988,12.7,0.5,1.4,0.4,0.1,0.4,0.363,0.906,0.52,"G"
4.32901935505933,13.4,0.5,1.4,0.5,0.1,0.4,0.353,0.911,0.509,"G"
3.47386961979404,9.3,0.3,1.2,0.1,0.1,0.1,0.419,0.875,0.581,"G"
15.8633446039544,28.5,1.5,4.1,0.6,0.2,1.9,0.434,0.828,0.487,"F"
4.77946527332846,15.8,0.7,2.2,0.4,0.3,0.3,0.363,0.857,0.484,"G"
17.5228491599369,33.6,3.5,2.9,0.8,0.1,1.3,0.481,0.845,0.568,"G"
15.0241492871445,31.5,8.3,3.2,1,0.2,1.7,0.5,0.923,0.588,"G"
2.8549563416438,11.9,1.1,0.8,0.6,0.1,0.4,0.358,0.667,0.451,"G"
9.47342090050298,20.5,4.5,5,0,0,1.5,0.45,0.6,0.55,"G"
21.2460989189586,35.3,5.7,4.4,0.9,0.5,2.4,0.437,0.769,0.515,"G"
9.30263592834487,20.3,5.3,3.1,1.1,0.1,1.9,0.543,0.853,0.568,"G"
15.268950201731,30.6,1.9,3.9,0.9,1,1.4,0.517,0.736,0.591,"F"
9.96022897574832,23.9,1.6,4.3,1,0.4,1.2,0.455,0.841,0.518,"F"
11.868883269,26.7,2,4.8,1.2,0.5,1.4,0.447,0.846,0.513,"F"
5.44920921768404,17.5,0.8,3.2,0.7,0.2,0.5,0.488,0.824,0.537,"F"
8.35205647256002,20.5,1.4,2.2,0.2,0.1,0.9,0.457,0.757,0.575,"F"
5.09565290449297,8.5,0.3,2.5,0.1,0.6,0.9,0.64,0.585,0.648,"C"
6.94112173795032,17.1,1.2,2,0.3,0.1,0.9,0.396,0.75,0.46,"G"
4.77457518237946,16.4,0.9,2.3,0.5,0,0.3,0.408,0.818,0.543,"G"
4.84888026274324,15.8,3.4,1.4,0.7,0.1,0.8,0.421,0.833,0.503,"G"
11.5849599022038,27.9,2.6,4.1,1.6,0.5,1.3,0.425,0.793,0.546,"G"
2.39551033780478,11.8,1,1.8,0.8,0,0,0.409,1,0.523,"G"
3.86996520259071,10.4,0.6,3,0.3,0.3,0.5,0.589,0.74,0.61,"C"
12.6893847730685,24.3,4.9,4.2,0.7,0.2,2.2,0.436,0.902,0.499,"F"
5.62841700546684,14.2,1.4,1.1,0.4,0.1,0.8,0.411,0.833,0.529,"G"
9.24514995758266,20.6,3.2,2.5,0.3,0.2,1.2,0.479,0.853,0.535,"G"
6.69394765182458,22.3,1,3.8,0.5,1.3,1,0.304,0,0.37,"F"
3.41912630908767,6.4,0.3,1.7,0.3,0.4,0.2,0.5,1,0.528,"F"
6.38181632616349,18.1,2.3,1.3,0.6,0.2,0.8,0.454,0.806,0.533,"G"
22.2266936498387,35.8,4.4,4.3,1.5,0.4,2.6,0.484,0.867,0.572,"G"
19.8607886897542,34.4,2.8,9,0.8,1.5,1.8,0.554,0.674,0.566,"F"
2.86439765318976,6.5,0.2,1.5,0.3,0.2,0.1,0.429,1,0.482,"F"
3.55577699523885,4,0.5,1,0,0,1,0.5,0,0.5,"F"
11.5240943097153,22.3,3.9,2.6,0.6,0.3,1.9,0.448,0.889,0.538,"G"
4.65868448895466,13,0.8,1.7,0.3,0.1,0.5,0.476,0.698,0.584,"G"
0.801328527610694,5,1.3,0.8,0,0,0.3,0.333,0,0.389,"G"
3.08258626026098,5.3,0.6,0.6,0.3,0.2,0.3,0.419,0.8,0.442,"G"
20.1842649583668,31.9,8.1,5.9,1.1,0.3,3.4,0.466,0.748,0.504,"G"
12.1180078959517,28.1,1.8,4,0.6,0.3,0.9,0.426,0.782,0.513,"F"
4.1967273404369,10.1,0.9,2,0.3,0.1,0.5,0.409,1,0.53,"F"
4.27285244040301,10.6,0.9,2.2,0.3,0.2,0.5,0.402,1,0.524,"F"
1.65573523263983,8.8,0.8,1.5,0.1,0,0.5,0.424,0,0.545,"F"
11.0145347668342,27.3,5.3,3.4,0.7,0.2,1,0.48,0.831,0.555,"G"
13.8274276923727,31,1.4,3.6,1.1,0.5,0.8,0.484,0.905,0.61,"F"
20.7319982971145,36.4,6.1,5.3,1.5,0.3,2.2,0.464,0.832,0.514,"G"
18.1699683714085,32.8,6.2,4,1,0.2,2.2,0.454,0.833,0.537,"G"
13.0421984605349,29.8,1.2,4.6,0.8,0.5,0.8,0.453,0.765,0.584,"F"
4.36475715931567,15,0.8,3.2,0.2,0.4,0.4,0.449,0.769,0.587,"C"
3.69903323306992,14.5,0.9,3.1,0.3,0.4,0.3,0.438,0.795,0.576,"C"
5.03918964554527,16.2,0.6,3.4,0.2,0.3,0.5,0.472,0.692,0.612,"C"
4.72037929322586,14.6,1.7,1.7,0.5,0.1,0.8,0.445,0.667,0.566,"F"
2.6682822174535,3.1,0.1,0.5,0.1,0,0.2,0.5,0.6,0.75,"F"
8.65261933841365,22.5,2.7,2.4,0.7,0.2,1.2,0.441,0.676,0.553,"F"
6.89939042040408,21.2,1.8,5.4,0.9,0.6,0.6,0.61,0.696,0.633,"F"
13.1163584060316,27.6,4.5,2.7,0.9,0.2,1.7,0.441,0.79,0.512,"G"
10.282945759156,24.9,1.3,3.8,0.8,0.5,1,0.427,0.838,0.525,"F"
4.33410138055478,10.5,1.6,1,0.4,0.1,0.5,0.518,0.912,0.573,"G"
7.26346934702899,19.4,1,2.4,0.4,0.2,0.7,0.442,0.867,0.596,"F"
7.20447490111089,16,2.3,1.7,0.5,0.1,1.5,0.342,0.667,0.426,"G"
5.16712115882576,13.7,0.3,2.6,0.3,0.4,0.6,0.561,0.645,0.605,"F"
2.91298619443432,11.5,0.6,2.7,0.9,0.6,0.8,0.361,0.667,0.375,"C"
2.4277172065892,10.9,0.5,2.6,0.9,0.6,0.6,0.4,0.7,0.417,"C"
4.9594979770427,14.3,1,3,1,0.3,1.7,0.167,0.5,0.167,"C"
7.61146470566024,19.3,2,2.6,0.6,0.1,1,0.448,0.778,0.502,"G"
4.27497775428647,12.9,1.2,1.3,0.3,0.1,0.6,0.364,0.667,0.428,"G"
6.00188703151924,13.8,1.3,1.6,0.4,0.1,0.9,0.424,0.854,0.512,"G"
5.74324214567326,13.5,0.9,1.4,0.3,0.1,0.8,0.406,0.81,0.488,"G"
6.56046174526968,14.1,1.8,1.7,0.5,0.1,1.1,0.447,0.9,0.543,"G"
14.6402399917648,26.8,2.9,9.1,0.8,0.8,2.3,0.519,0.661,0.561,"C"
8.11501881056824,19.2,1.4,3.7,0.4,0.2,1.1,0.436,0.791,0.533,"F"
6.42406105338165,15.7,1,3.1,0.3,0.2,0.9,0.386,0.86,0.487,"F"
11.1610426320653,24.6,2.1,4.7,0.5,0.3,1.3,0.476,0.721,0.569,"F"
15.291220148269,31.7,3.7,5.1,0.9,0.6,1.5,0.386,0.725,0.524,"F"
5.60156552468548,19.2,1.4,3.6,0.7,0.4,0.6,0.352,0.762,0.459,"F"
6.6171700364927,18.8,1.5,3.5,0.8,0.5,0.9,0.391,0.724,0.471,"G"
9.84214431669311,23.1,1,7.2,0.7,1.3,1,0.638,0.781,0.642,"C"
7.38938853106903,21.7,1.1,2.5,0.7,0.4,0.6,0.494,0.757,0.582,"F"
2.92033330010443,7.1,0.4,1,0.2,0.2,0.2,0.421,0.875,0.513,"F"
12.7297654037981,26.3,3.5,3,1.4,0.3,2.1,0.397,0.747,0.484,"G"
16.3574029062002,28.6,3.7,6.2,0.9,0.5,2.5,0.499,0.853,0.583,"C"
5.6484263094544,16.1,0.7,2.8,0.7,0.1,0.9,0.443,0.68,0.498,"F"
3.90938048889568,11.8,0.5,2.3,0.6,0,0.7,0.468,0.607,0.511,"F"
8.63198535742623,21.9,1,3.5,0.8,0.2,1.1,0.425,0.723,0.489,"F"
6.75042044446076,20.1,1.5,2.3,0.5,0.1,0.7,0.451,0.694,0.56,"F"
15.5493672795413,32.3,1.1,5.2,1.4,0.4,1.3,0.431,0.76,0.497,"F"
14.5240008998811,32,8.9,4.3,1.5,0.4,1.9,0.44,0.831,0.513,"G"
8.90985299178397,20.2,4.5,2.2,0.7,0.2,1.7,0.415,0.766,0.49,"G"
5.89547631430823,16.7,1.4,3.1,1,0.2,0.7,0.594,0.857,0.688,"G"
6.439658867254,17,1.5,2.6,1.1,0.1,0.8,0.585,1,0.695,"G"
5.22701751209312,16,1.1,4.3,0.9,0.6,0.6,0.607,0.667,0.679,"G"
3.12582038745059,8.1,1.2,1.6,0.2,0,0.3,0.356,0.846,0.483,"G"
2.21283582196833,5.3,0.3,0.7,0.3,0.2,0.3,0.333,0.556,0.375,"G"
12.3446893524673,26,3.1,8.9,0.6,0.6,1.5,0.68,0.636,0.68,"C"
14.0748104231579,28.5,3.7,9.7,0.6,0.6,1.6,0.669,0.605,0.669,"C"
9.4630152496933,19.9,1.7,6.9,0.5,0.5,1.3,0.727,0.772,0.727,"C"
12.6644918770824,26.5,2.7,9.1,0.9,1.2,1.7,0.629,0.592,0.629,"C"
13.6684673176244,26.1,3.1,9,0.8,1.1,2.1,0.616,0.605,0.616,"C"
10.9195280813918,27.2,2.2,9.1,1.2,1.3,1.1,0.652,0.569,0.652,"C"
8.49968416160571,20.6,1.9,4.7,0.6,1.3,1.3,0.434,0.629,0.51,"F"
19.7187389928908,30,4.5,2.7,0.8,0.3,3.1,0.43,0.87,0.514,"G"
22.048985069558,34.3,5.7,5.3,1.4,0.3,3.2,0.442,0.784,0.522,"G"
14.0921872267431,29,1,5.5,0.6,0.5,1.1,0.487,0.8,0.602,"F"
4.91428609649881,18.3,1,2.4,1.4,0,0.5,0.5,1,0.6,"F"
12.5863999790876,26,1.5,9.6,0.4,0.2,1.2,0.496,0.768,0.555,"F"
18.8347905464054,32.6,2.7,8.4,0.9,1.5,2.1,0.498,0.851,0.565,"C"
1.88634475762397,7.4,0.6,2.3,0.1,0,0.3,0.667,0,0.8,"F"
7.58971342554671,19.2,0.9,4.1,0.6,0.3,0.9,0.732,0.667,0.732,"C"
13.5627676350813,26.1,1.8,2.9,0.8,0.3,1.7,0.479,0.812,0.559,"G"
2.34619116153586,8.9,1.9,1.6,0.1,0,0.7,0.439,0,0.5,"G"
14.6072779397902,23.3,4.5,3.3,0.3,0.5,2.8,0.346,0.778,0.404,"G"
10.1203482997915,22.1,1.6,2.4,0.5,0.3,1.3,0.467,0.844,0.565,"F"
5.42604268544658,13.4,1.3,1.8,0.3,0,0.8,0.412,0.75,0.527,"G"
5.62561360779319,10,0.9,2.4,0.3,0.7,1,0.241,1,0.276,"G"
1.33910904903764,5.8,0.2,2.2,0,0.4,0.2,0.667,0,0.667,"C"
12.9075832539932,28.9,3.4,4.2,1,0.2,1.2,0.448,0.819,0.537,"G"
5.85601423416279,4.5,0.5,0.8,0.3,0,1.3,0.4,0.667,0.6,"G"
23.7711780097469,35.5,4.1,10,0.6,0.3,2.8,0.459,0.757,0.536,"F"
15.0598370216118,28.8,3.4,3,0.5,0.3,1.5,0.529,0.864,0.616,"G"
10.4843625690888,24.8,1.4,2.2,1,0.4,1.2,0.446,0.853,0.518,"F"
8.12001643228713,21.9,1,1.6,0.8,0.4,0.8,0.449,0.879,0.511,"F"
13.0139608967444,27.6,1.9,2.9,1.2,0.3,1.6,0.443,0.833,0.523,"F"
3.26360056528492,8,0.5,1.4,0.3,0.1,0.5,0.333,0.667,0.435,"G"
3.68348130583161,9,0.5,1.6,0.4,0.1,0.6,0.313,0.75,0.413,"G"
1.86467807789817,3.4,0.5,0.5,0.3,0,0,0.75,0.25,0.875,"G"
4.04418231044597,10.9,0.4,3.8,0.7,0.7,0.7,0.593,0.745,0.596,"C"
8.12998727861699,18.4,1.1,4.9,0.6,0.8,1.4,0.537,0.677,0.602,"C"
4.75508481066099,14.1,0.3,2.6,0.3,0.1,0.2,0.386,1,0.443,"G"
8.21740125152692,18.7,0.6,6.4,0.2,1.1,0.9,0.629,0.749,0.631,"C"
9.70498678362143,23.5,2.7,2.7,1.1,0.3,1.3,0.431,0.852,0.528,"G"
10.5082407891365,23.7,3.3,2.8,1,0.3,1.5,0.436,0.883,0.527,"G"
8.35284306356104,23.2,1.6,2.4,1.3,0.4,1,0.419,0.762,0.53,"G"
6.09345952743379,19.5,1.4,1.6,0.5,0.1,0.4,0.435,0.769,0.538,"G"
6.01833241722253,16.5,1.1,1.6,0.3,0,0.7,0.371,0.906,0.504,"F"
10.4456184235636,27,0.9,9.4,0.9,1.8,0.7,0.671,0.484,0.671,"C"
4.10549652643358,13.7,0.8,4.1,0.4,0.4,0.5,0.528,0.71,0.528,"C"
5.7315724962751,18.9,1,4.2,0.6,0.3,0.4,0.444,0.833,0.518,"F"
3.56424494315166,11.3,0.9,2.5,0.4,0.2,0.7,0.432,0.488,0.49,"F"
6.37862599618851,18,0.8,2.8,0.4,0.3,0.8,0.429,0.631,0.506,"F"
6.97595029722857,5.2,0.5,1,0.1,0.1,1.3,0.35,1,0.425,"G"
5.39677458591268,12.5,1.7,1.5,0.3,0.2,0.8,0.384,0.917,0.443,"G"
7.6911129520095,21.1,1.5,2.4,0.6,0.2,0.7,0.43,0.794,0.532,"G"
9.00652421786381,22.5,1.3,2,0.6,0.2,0.9,0.431,0.75,0.533,"G"
5.35455072933151,18.4,2,3.3,0.5,0.1,0.3,0.428,0.857,0.53,"G"
19.9942762540149,35.3,5.1,4.1,1.2,0.3,2.1,0.415,0.809,0.484,"G"
5.11597017835092,17.2,3.5,2.1,0.8,0.2,0.9,0.343,0.8,0.402,"G"
19.1897639547747,32.5,6.2,3,1,0.4,2.6,0.469,0.829,0.572,"G"
19.7378784213171,32.9,6.2,3.1,1.1,0.4,2.7,0.465,0.856,0.567,"G"
17.4597894457405,30.9,6.1,2.9,0.6,0.5,2.3,0.484,0.735,0.588,"G"
2.94285074541164,9.1,0.5,0.8,0.1,0,0.2,0.37,0.833,0.519,"F"
3.12528831399109,10.8,0.3,1.2,0.2,0,0.3,0.306,0.8,0.439,"F"
3.08510584482127,8.2,0.5,0.5,0.1,0,0.2,0.424,0.857,0.585,"F"
21.7690001276608,34.6,7.3,12.3,0.8,0.5,2.9,0.615,0.742,0.632,"C"
9.6410684682837,23,2.1,4.3,0.9,0.3,1.4,0.456,0.692,0.526,"F"
6.13679772708402,14.1,1.3,3.6,0.4,0.1,1,0.458,0.829,0.54,"F"
6.01042975921004,14.4,1.5,3.8,0.4,0.1,1,0.427,0.818,0.503,"F"
6.41958417428599,13.7,0.9,3.3,0.4,0.1,1,0.515,0.844,0.606,"F"
4.11319777285042,12.7,0.4,3.4,0.1,0.6,0.4,0.5,0.714,0.517,"C"
0,3,0.5,0,0.5,0,0,0.5,0,0.75,"F"
4.4127464168784,12.2,0.8,1.7,0.2,0.1,0.4,0.451,0.913,0.549,"F"
15.2407054962201,30.1,4.5,2.5,0.8,0.2,1.7,0.415,0.857,0.472,"G"
7.64595681759346,15,0.5,3,1,0,1.5,0.714,0.5,0.857,"G"
0.667365100404345,2.4,0,0.2,0,0,0,0.4,0,0.4,"G"
16.7908803755263,28.9,3.9,9,0.9,0.9,2.6,0.553,0.715,0.565,"C"
12.5000157305999,23.9,2.9,2.2,0.6,0.1,1.8,0.506,0.819,0.558,"G"
7.39574363193008,20.2,2.3,1.7,0.7,0.1,0.9,0.377,0.882,0.502,"G"
4.89869863829639,11.5,0.8,4.2,0.3,0.7,0.9,0.544,0.636,0.561,"C"
9.48595226707708,22.2,1.2,3,0.5,0.3,1,0.472,0.714,0.551,"G"
22.6779428747229,37.4,5.8,7.8,0.9,0.5,2.4,0.48,0.774,0.515,"C"
5.58287522254785,3,0,0,0,0,1,1,0,1,"F"
12.4523554971836,26.3,6.1,6.3,1.3,0.6,2.3,0.566,0.439,0.566,"G"
2.80422104141319,5.6,1,0.8,0,0.4,0.2,0.167,1,0.25,"G"
0.694101353451773,2.9,0,0.3,0,0,0,0.286,0.5,0.357,"C"
21.2888210080173,35,4.1,2.6,0.7,0.2,2.1,0.447,0.894,0.548,"G"
6.0439696453422,15.6,0.5,4.7,0.3,0.5,0.5,0.776,0.75,0.776,"C"
16.5288332171783,32.1,6.3,3.1,1.5,0.4,2.3,0.415,0.746,0.511,"G"
9.95187159512671,25.7,4.8,3.1,1.4,0.5,1.5,0.412,0.736,0.438,"G"
2.72995944517587,10.5,1.5,1.6,0.7,0.3,0.2,0.4,1,0.456,"G"
0.484030771999214,13.4,1,1.8,0.8,0.6,0.2,0.357,0,0.393,"G"
2.66604643130189,9.1,1.7,1.5,0.6,0.1,0.2,0.419,1,0.484,"G"
4.24552238005814,9.3,2.3,1.3,0.2,0.2,1,0.397,0.5,0.405,"G"
16.1258059550413,31,1.3,7.2,0.5,0.9,1.3,0.408,0.786,0.475,"F"
8.47763903835878,18.8,1,5.8,0.3,0.9,1.1,0.476,0.759,0.53,"F"
6.21462072399513,12,1.3,1.3,0,0.3,0.8,0.5,1,0.65,"F"
12.5072334748694,26,2.5,5.3,0.8,0.4,1.7,0.453,0.698,0.483,"F"
2.75222164337491,5.6,0.5,0.9,0.4,0.2,0.2,0.486,0.75,0.514,"G"
5.55898315871163,18.1,0.5,3.3,0.4,0.3,0.4,0.448,0.702,0.5,"F"
14.0334360267517,28.3,1.4,8.1,0.4,0.7,1.4,0.442,0.738,0.518,"C"
12.5552554858061,28.4,2.1,3.2,0.5,0.2,0.9,0.41,0.876,0.535,"F"
10.4768144401888,23.5,2.9,3,1.3,0.5,1.8,0.419,0.723,0.493,"G"
5.98084689690183,13.9,1.3,1.5,0.6,0.2,0.9,0.461,0.917,0.519,"G"
0,5.9,0.6,1,0,0,0,0.333,0,0.5,"F"
9.57644056874386,21.8,2.7,3.8,0.7,0.2,1.5,0.48,0.725,0.509,"F"
24.6089711040552,36.9,4.6,8.8,1.1,0.7,2.9,0.466,0.854,0.543,"F"
3.06137356971618,8.5,0.3,1.5,0.1,0.2,0.3,0.52,0.545,0.553,"F"
3.31412262938378,8.8,0.4,1.5,0.1,0.2,0.3,0.462,0.714,0.492,"F"
2.86499518452872,7.2,0,1.6,0,0.2,0,0.9,0.25,0.95,"F"
2.45691676164944,6.5,0.5,0.7,0.4,0.1,0.2,0.4,0.75,0.522,"G"
2.50711140329197,5.6,0.6,1,0.3,0.1,0.2,0.444,0.667,0.493,"G"
3.32943426009878,15.6,1.3,3.1,0.3,0.9,0.4,0.477,0.417,0.5,"C"
7.60840700548276,16.6,1.4,1.7,0.4,0.1,1.1,0.441,0.868,0.497,"G"
19.2047227277683,33,2.4,4.1,0.7,0.4,1.8,0.436,0.879,0.556,"G"
4.70997596042097,14,0.5,2.2,0.3,0.3,0.6,0.399,0.702,0.481,"F"
